stop_id,stop_name,stop_lat,stop_lon,hour,day_of_week,is_rush_hour,is_weekend,crowd_level_code,crowd_level
33622,Kumbarahalli Cross,13.10664,77.49019,11,1,0,0,0,Low
29613,B Hosur Circle,12.7425,77.44816,19,0,1,0,3,Very High
29613,B Hosur Circle,12.7425,77.44816,17,6,1,1,1,Medium
29613,B Hosur Circle,12.7425,77.44816,17,3,1,0,2,High
29384,NICE Road 15th Stone,12.85499,77.60959,22,4,0,0,0,Low
29384,NICE Road 15th Stone,12.85499,77.60959,13,2,0,0,1,Medium
29384,NICE Road 15th Stone,12.85499,77.60959,13,3,0,0,0,Low
35745,Navayuga Toll (KIA),13.19332,77.65018,6,6,0,1,0,Low
35745,Navayuga Toll (KIA),13.19332,77.65018,22,5,0,1,0,Low
35745,Navayuga Toll (KIA),13.19332,77.65018,22,5,0,1,0,Low
32235,Channammanapalya,12.76282,77.46397,12,1,0,0,1,Medium
32235,Channammanapalya,12.76282,77.46397,20,3,0,0,0,Low
32235,Channammanapalya,12.76282,77.46397,18,5,1,1,1,Medium
20666,Bhoopasandra,13.04247,77.5808,20,3,0,0,0,Low
20666,Bhoopasandra,13.04247,77.5808,19,5,1,1,2,High
20666,Bhoopasandra,13.04247,77.5808,11,1,0,0,2,High
32886,Hasiruvalli Cross,13.19295,77.35785,9,0,1,0,3,Very High
32886,Hasiruvalli Cross,13.19295,77.35785,19,1,1,0,2,High
32886,Hasiruvalli Cross,13.19295,77.35785,7,3,1,0,2,High
36434,CS-Basava Gangotri Samste,12.88364,77.45005,19,0,1,0,3,Very High
36434,CS-Basava Gangotri Samste,12.88364,77.45005,8,4,1,0,3,Very High
36434,CS-Basava Gangotri Samste,12.88364,77.45005,13,5,0,1,0,Low
23954,Hommadevanahalli Cross,12.84072,77.59734,12,5,0,1,0,Low
23954,Hommadevanahalli Cross,12.84072,77.59734,12,2,0,0,1,Medium
23954,Hommadevanahalli Cross,12.84072,77.59734,6,5,0,1,0,Low
35487,Anche Muskuru,12.90471,77.8678,19,3,1,0,3,Very High
35487,Anche Muskuru,12.90471,77.8678,6,5,0,1,0,Low
35487,Anche Muskuru,12.90471,77.8678,20,3,0,0,0,Low
33392,Kattigenahalli,13.02364,77.87696,8,2,1,0,3,Very High
33392,Kattigenahalli,13.02364,77.87696,19,1,1,0,3,Very High
33392,Kattigenahalli,13.02364,77.87696,17,1,1,0,3,Very High
22050,Hosakote High School,13.07048,77.78364,15,5,0,1,1,Medium
22050,Hosakote High School,13.07048,77.78364,20,2,0,0,0,Low
22050,Hosakote High School,13.07048,77.78364,21,5,0,1,0,Low
20710,Chamarajapet,12.95707,77.56705,17,6,1,1,1,Medium
20710,Chamarajapet,12.95707,77.56705,13,3,0,0,0,Low
20710,Chamarajapet,12.95707,77.56705,14,0,0,0,1,Medium
34594,Siddartha Badavane,12.99552,77.50865,6,5,0,1,1,Medium
34594,Siddartha Badavane,12.99552,77.50865,22,1,0,0,0,Low
34594,Siddartha Badavane,12.99552,77.50865,16,1,0,0,0,Low
24547,Chikka Thimmasandra Colony,12.84861,77.7418,12,3,0,0,1,Medium
24547,Chikka Thimmasandra Colony,12.84861,77.7418,6,3,0,0,0,Low
24547,Chikka Thimmasandra Colony,12.84861,77.7418,9,3,1,0,3,Very High
34096,Narasapura,12.82802,77.7761,20,3,0,0,0,Low
34096,Narasapura,12.82802,77.7761,11,2,0,0,0,Low
34096,Narasapura,12.82802,77.7761,8,3,1,0,3,Very High
29565,Arathipalya,13.03724,77.42604,14,5,0,1,1,Medium
29565,Arathipalya,13.03724,77.42604,16,6,0,1,0,Low
29565,Arathipalya,13.03724,77.42604,10,3,0,0,0,Low
31318,Kullegowdanapalya,12.84672,77.44698,18,0,1,0,3,Very High
31318,Kullegowdanapalya,12.84672,77.44698,7,5,1,1,0,Low
31318,Kullegowdanapalya,12.84672,77.44698,12,1,0,0,1,Medium
21742,Bellathur,13.00405,77.75706,12,4,0,0,1,Medium
21742,Bellathur,13.00405,77.75706,11,2,0,0,1,Medium
21742,Bellathur,13.00405,77.75706,7,5,1,1,1,Medium
34595,Siddartha International School,13.02848,77.48843,19,0,1,0,2,High
34595,Siddartha International School,13.02848,77.48843,17,6,1,1,0,Low
34595,Siddartha International School,13.02848,77.48843,12,0,0,0,1,Medium
21629,12th Block Nagarabhavi,12.96018,77.51398,15,1,0,0,1,Medium
21629,12th Block Nagarabhavi,12.96018,77.51398,11,0,0,0,0,Low
21629,12th Block Nagarabhavi,12.96018,77.51398,10,5,0,1,1,Medium
21652,A P J Abdul Kalam Statue,12.97972,77.65404,13,5,0,1,0,Low
21652,A P J Abdul Kalam Statue,12.97972,77.65404,13,0,0,0,1,Medium
21652,A P J Abdul Kalam Statue,12.97972,77.65404,19,1,1,0,3,Very High
39434,Mantri Mall,12.99153,77.57152,19,0,1,0,2,High
39434,Mantri Mall,12.99153,77.57152,22,5,0,1,0,Low
39434,Mantri Mall,12.99153,77.57152,6,2,0,0,0,Low
23783,Prabasnagara,12.81172,77.57851,10,5,0,1,0,Low
23783,Prabasnagara,12.81172,77.57851,13,1,0,0,1,Medium
23783,Prabasnagara,12.81172,77.57851,18,1,1,0,2,High
32610,Gadenahalli,13.18823,77.61752,22,3,0,0,0,Low
32610,Gadenahalli,13.18823,77.61752,8,5,1,1,0,Low
32610,Gadenahalli,13.18823,77.61752,7,4,1,0,3,Very High
21226,Thotagere Basavanna Devastana,13.13818,77.45363,22,3,0,0,0,Low
21226,Thotagere Basavanna Devastana,13.13818,77.45363,14,6,0,1,0,Low
21226,Thotagere Basavanna Devastana,13.13818,77.45363,14,4,0,0,1,Medium
31392,Mallapura 1,13.07451,77.39953,21,6,0,1,0,Low
31392,Mallapura 1,13.07451,77.39953,22,6,0,1,0,Low
31392,Mallapura 1,13.07451,77.39953,20,6,0,1,0,Low
21507,Dwaraka Nagara,13.08768,77.49527,6,0,0,0,0,Low
21507,Dwaraka Nagara,13.08768,77.49527,14,3,0,0,1,Medium
21507,Dwaraka Nagara,13.08768,77.49527,18,1,1,0,3,Very High
29393,1st Main Kodichikkanahalli,12.89854,77.61543,20,5,0,1,0,Low
29393,1st Main Kodichikkanahalli,12.89854,77.61543,9,2,1,0,2,High
29393,1st Main Kodichikkanahalli,12.89854,77.61543,8,2,1,0,3,Very High
34985,Thirupalya Govt Hospital,12.8174,77.66853,11,4,0,0,1,Medium
34985,Thirupalya Govt Hospital,12.8174,77.66853,13,6,0,1,0,Low
34985,Thirupalya Govt Hospital,12.8174,77.66853,21,5,0,1,0,Low
34301,Puttenahalli,13.20894,77.42657,22,0,0,0,0,Low
34301,Puttenahalli,13.20894,77.42657,10,3,0,0,0,Low
34301,Puttenahalli,13.20894,77.42657,16,3,0,0,0,Low
21577,Nagarabhavi Circle,12.9601,77.51982,14,0,0,0,1,Medium
21577,Nagarabhavi Circle,12.9601,77.51982,14,5,0,1,0,Low
21577,Nagarabhavi Circle,12.9601,77.51982,19,3,1,0,3,Very High
23694,Jayanagara Pump House,12.92172,77.5971,12,3,0,0,2,High
23694,Jayanagara Pump House,12.92172,77.5971,7,0,1,0,2,High
23694,Jayanagara Pump House,12.92172,77.5971,13,2,0,0,0,Low
21674,Attiguppe,12.95786,77.53431,18,0,1,0,3,Very High
21674,Attiguppe,12.95786,77.53431,14,6,0,1,0,Low
21674,Attiguppe,12.95786,77.53431,21,1,0,0,0,Low
25620,Gungarahalli,12.82132,77.28782,7,3,1,0,3,Very High
25620,Gungarahalli,12.82132,77.28782,19,2,1,0,3,Very High
25620,Gungarahalli,12.82132,77.28782,19,3,1,0,2,High
23706,Panathuru Circle,12.93561,77.7058,6,3,0,0,1,Medium
23706,Panathuru Circle,12.93561,77.7058,14,1,0,0,1,Medium
23706,Panathuru Circle,12.93561,77.7058,18,4,1,0,2,High
32526,Doddaballapura Tollgate,13.29569,77.53633,22,4,0,0,1,Medium
32526,Doddaballapura Tollgate,13.29569,77.53633,20,6,0,1,0,Low
32526,Doddaballapura Tollgate,13.29569,77.53633,11,3,0,0,1,Medium
24373,Carmel Convent Jayanagara,12.92711,77.59722,8,1,1,0,2,High
24373,Carmel Convent Jayanagara,12.92711,77.59722,9,1,1,0,2,High
24373,Carmel Convent Jayanagara,12.92711,77.59722,15,1,0,0,1,Medium
24212,Sorahunse Gate,12.94332,77.75098,20,1,0,0,0,Low
24212,Sorahunse Gate,12.94332,77.75098,16,4,0,0,1,Medium
24212,Sorahunse Gate,12.94332,77.75098,20,5,0,1,0,Low
26878,Thammenahalli Cross,13.08435,77.48874,21,6,0,1,0,Low
26878,Thammenahalli Cross,13.08435,77.48874,14,4,0,0,1,Medium
26878,Thammenahalli Cross,13.08435,77.48874,9,3,1,0,2,High
22840,Yettu Kodi,12.92116,77.85567,8,3,1,0,2,High
22840,Yettu Kodi,12.92116,77.85567,13,3,0,0,1,Medium
22840,Yettu Kodi,12.92116,77.85567,22,5,0,1,0,Low
31256,KR Market Flyover,12.96474,77.57508,17,1,1,0,3,Very High
31256,KR Market Flyover,12.96474,77.57508,20,6,0,1,1,Medium
31256,KR Market Flyover,12.96474,77.57508,10,1,0,0,1,Medium
31519,Utthari,12.81793,77.49323,14,5,0,1,0,Low
31519,Utthari,12.81793,77.49323,14,3,0,0,0,Low
31519,Utthari,12.81793,77.49323,6,1,0,0,1,Medium
27775,Purushanahalli,13.23742,77.39249,13,0,0,0,1,Medium
27775,Purushanahalli,13.23742,77.39249,14,3,0,0,1,Medium
27775,Purushanahalli,13.23742,77.39249,10,2,0,0,1,Medium
33721,Modalakote,13.11595,77.31061,15,6,0,1,1,Medium
33721,Modalakote,13.11595,77.31061,10,6,0,1,1,Medium
33721,Modalakote,13.11595,77.31061,20,1,0,0,0,Low
39324,Kattigenahalli Cross,13.12171,77.62591,19,1,1,0,3,Very High
39324,Kattigenahalli Cross,13.12171,77.62591,22,4,0,0,0,Low
39324,Kattigenahalli Cross,13.12171,77.62591,21,4,0,0,0,Low
22786,Jigani APC Circle,12.77896,77.64381,12,1,0,0,0,Low
22786,Jigani APC Circle,12.77896,77.64381,14,5,0,1,0,Low
22786,Jigani APC Circle,12.77896,77.64381,21,0,0,0,0,Low
36418,CS-Depot-06 Gate,12.98255,77.63448,22,3,0,0,0,Low
36418,CS-Depot-06 Gate,12.98255,77.63448,17,6,1,1,1,Medium
36418,CS-Depot-06 Gate,12.98255,77.63448,14,2,0,0,2,High
39256,Chikka Gollahalli,13.2989,77.65523,22,0,0,0,0,Low
39256,Chikka Gollahalli,13.2989,77.65523,7,5,1,1,0,Low
39256,Chikka Gollahalli,13.2989,77.65523,18,1,1,0,2,High
32263,Chikka Belavagala Gate,13.19828,77.4269,15,1,0,0,1,Medium
32263,Chikka Belavagala Gate,13.19828,77.4269,19,6,1,1,1,Medium
32263,Chikka Belavagala Gate,13.19828,77.4269,17,3,1,0,3,Very High
23356,Sophiya School,12.98609,77.58864,19,0,1,0,3,Very High
23356,Sophiya School,12.98609,77.58864,8,0,1,0,3,Very High
23356,Sophiya School,12.98609,77.58864,10,2,0,0,1,Medium
31131,Kodathi Village,12.88828,77.71635,22,1,0,0,0,Low
31131,Kodathi Village,12.88828,77.71635,14,5,0,1,0,Low
31131,Kodathi Village,12.88828,77.71635,19,5,1,1,0,Low
34629,SNN Raj Serenity Apartment Yelenahalli,12.85977,77.6125,9,3,1,0,2,High
34629,SNN Raj Serenity Apartment Yelenahalli,12.85977,77.6125,19,1,1,0,2,High
34629,SNN Raj Serenity Apartment Yelenahalli,12.85977,77.6125,15,1,0,0,1,Medium
34380,Rampura,13.05158,77.69135,7,4,1,0,2,High
34380,Rampura,13.05158,77.69135,13,0,0,0,0,Low
34380,Rampura,13.05158,77.69135,9,6,1,1,0,Low
31169,Kodipalya Cross T Begur,13.1624,77.29835,10,1,0,0,1,Medium
31169,Kodipalya Cross T Begur,13.1624,77.29835,16,1,0,0,1,Medium
31169,Kodipalya Cross T Begur,13.1624,77.29835,18,2,1,0,2,High
34765,Tavarekere,12.96567,77.4001,22,4,0,0,0,Low
34765,Tavarekere,12.96567,77.4001,6,1,0,0,0,Low
34765,Tavarekere,12.96567,77.4001,13,2,0,0,0,Low
23236,Ayurvedic Hospital Bodhanahosahalli,12.96969,77.8004,12,0,0,0,1,Medium
23236,Ayurvedic Hospital Bodhanahosahalli,12.96969,77.8004,15,1,0,0,1,Medium
23236,Ayurvedic Hospital Bodhanahosahalli,12.96969,77.8004,21,0,0,0,0,Low
22348,National College,12.94926,77.57367,19,2,1,0,2,High
22348,National College,12.94926,77.57367,13,4,0,0,1,Medium
22348,National College,12.94926,77.57367,18,0,1,0,3,Very High
22517,Srirama Reddy Layout,12.97172,77.68152,12,0,0,0,1,Medium
22517,Srirama Reddy Layout,12.97172,77.68152,7,2,1,0,3,Very High
22517,Srirama Reddy Layout,12.97172,77.68152,21,5,0,1,1,Medium
34597,Siddartha School Cross,13.02611,77.48905,8,5,1,1,0,Low
34597,Siddartha School Cross,13.02611,77.48905,20,6,0,1,0,Low
34597,Siddartha School Cross,13.02611,77.48905,21,3,0,0,0,Low
39439,RM Guttahalli Uner Pass,12.99783,77.58455,15,5,0,1,1,Medium
39439,RM Guttahalli Uner Pass,12.99783,77.58455,8,0,1,0,3,Very High
39439,RM Guttahalli Uner Pass,12.99783,77.58455,15,1,0,0,1,Medium
21740,Bellahalli Cross THS Main Road,13.10113,77.6351,15,5,0,1,0,Low
21740,Bellahalli Cross THS Main Road,13.10113,77.6351,14,4,0,0,1,Medium
21740,Bellahalli Cross THS Main Road,13.10113,77.6351,13,2,0,0,1,Medium
39230,CMR College Cross,13.11238,77.65261,15,0,0,0,1,Medium
39230,CMR College Cross,13.11238,77.65261,12,3,0,0,1,Medium
39230,CMR College Cross,13.11238,77.65261,22,5,0,1,0,Low
33105,Janapriya Greenwood Apartment,13.08511,77.51335,11,2,0,0,1,Medium
33105,Janapriya Greenwood Apartment,13.08511,77.51335,12,6,0,1,0,Low
33105,Janapriya Greenwood Apartment,13.08511,77.51335,17,2,1,0,2,High
31563,Vasantha Nagara,13.05359,77.36033,11,2,0,0,1,Medium
31563,Vasantha Nagara,13.05359,77.36033,10,2,0,0,1,Medium
31563,Vasantha Nagara,13.05359,77.36033,8,2,1,0,3,Very High
34002,Muthyala Nagara Gate,13.03788,77.55333,16,2,0,0,0,Low
34002,Muthyala Nagara Gate,13.03788,77.55333,15,1,0,0,0,Low
34002,Muthyala Nagara Gate,13.03788,77.55333,14,1,0,0,2,High
21009,Maruthi Circle,12.94348,77.55851,18,0,1,0,2,High
21009,Maruthi Circle,12.94348,77.55851,20,2,0,0,0,Low
21009,Maruthi Circle,12.94348,77.55851,19,5,1,1,0,Low
21454,Ambedkar Institute of Technology,12.96319,77.50502,11,4,0,0,2,High
21454,Ambedkar Institute of Technology,12.96319,77.50502,13,0,0,0,1,Medium
21454,Ambedkar Institute of Technology,12.96319,77.50502,10,5,0,1,1,Medium
39314,Kattigenahalli,13.11699,77.62538,12,1,0,0,1,Medium
39314,Kattigenahalli,13.11699,77.62538,20,5,0,1,0,Low
39314,Kattigenahalli,13.11699,77.62538,14,5,0,1,0,Low
38998,CS-Good Earth Malhar,12.88562,77.46454,13,4,0,0,0,Low
38998,CS-Good Earth Malhar,12.88562,77.46454,16,4,0,0,1,Medium
38998,CS-Good Earth Malhar,12.88562,77.46454,9,6,1,1,0,Low
39602,Junnasandra Rayal Bakery,12.90252,77.68525,7,0,1,0,2,High
39602,Junnasandra Rayal Bakery,12.90252,77.68525,22,1,0,0,0,Low
39602,Junnasandra Rayal Bakery,12.90252,77.68525,18,5,1,1,1,Medium
33515,Kodigehalli,13.05982,77.57694,21,6,0,1,1,Medium
33515,Kodigehalli,13.05982,77.57694,15,4,0,0,1,Medium
33515,Kodigehalli,13.05982,77.57694,17,2,1,0,2,High
20614,B Channasandra Bridge(Ramamurthy Nagara Ring Road),13.01128,77.66242,8,3,1,0,3,Very High
20614,B Channasandra Bridge(Ramamurthy Nagara Ring Road),13.01128,77.66242,8,3,1,0,3,Very High
20614,B Channasandra Bridge(Ramamurthy Nagara Ring Road),13.01128,77.66242,9,0,1,0,3,Very High
37897,Hulimangala,12.95653,77.89965,18,5,1,1,1,Medium
37897,Hulimangala,12.95653,77.89965,21,3,0,0,0,Low
37897,Hulimangala,12.95653,77.89965,22,1,0,0,0,Low
29603,Averahalli,13.03508,77.41617,12,0,0,0,1,Medium
29603,Averahalli,13.03508,77.41617,20,0,0,0,0,Low
29603,Averahalli,13.03508,77.41617,15,6,0,1,0,Low
20816,HBR Layout,13.035,77.62849,9,5,1,1,1,Medium
20816,HBR Layout,13.035,77.62849,13,4,0,0,2,High
20816,HBR Layout,13.035,77.62849,16,4,0,0,2,High
25724,Hanchipura,13.06731,77.37219,17,3,1,0,2,High
25724,Hanchipura,13.06731,77.37219,12,3,0,0,1,Medium
25724,Hanchipura,13.06731,77.37219,19,6,1,1,1,Medium
35064,Halasahalli Cross,12.93294,77.75824,17,4,1,0,3,Very High
35064,Halasahalli Cross,12.93294,77.75824,8,6,1,1,0,Low
35064,Halasahalli Cross,12.93294,77.75824,11,2,0,0,1,Medium
38071,Kempegowda International Airport Back Gate,13.19816,77.67987,8,2,1,0,3,Very High
38071,Kempegowda International Airport Back Gate,13.19816,77.67987,12,1,0,0,1,Medium
38071,Kempegowda International Airport Back Gate,13.19816,77.67987,21,1,0,0,0,Low
21166,Shanthinagara Bus Station,12.95449,77.59258,18,1,1,0,2,High
21166,Shanthinagara Bus Station,12.95449,77.59258,16,0,0,0,1,Medium
21166,Shanthinagara Bus Station,12.95449,77.59258,8,1,1,0,2,High
26446,Siddartha Nagara,13.08098,77.80616,16,2,0,0,1,Medium
26446,Siddartha Nagara,13.08098,77.80616,10,1,0,0,1,Medium
26446,Siddartha Nagara,13.08098,77.80616,7,3,1,0,3,Very High
37177,Millers Road,12.99545,77.60216,18,2,1,0,3,Very High
37177,Millers Road,12.99545,77.60216,7,6,1,1,1,Medium
37177,Millers Road,12.99545,77.60216,11,6,0,1,1,Medium
22189,Konanakunte,12.88614,77.56654,22,5,0,1,1,Medium
22189,Konanakunte,12.88614,77.56654,9,1,1,0,3,Very High
22189,Konanakunte,12.88614,77.56654,19,2,1,0,3,Very High
26244,Jakkanahalli Cross,13.16541,77.33449,19,1,1,0,2,High
26244,Jakkanahalli Cross,13.16541,77.33449,14,4,0,0,1,Medium
26244,Jakkanahalli Cross,13.16541,77.33449,13,3,0,0,0,Low
35076,JP Nagara 3rd Phase,12.90809,77.60045,10,5,0,1,0,Low
35076,JP Nagara 3rd Phase,12.90809,77.60045,14,6,0,1,0,Low
35076,JP Nagara 3rd Phase,12.90809,77.60045,13,6,0,1,0,Low
25624,Gunjurpalya,12.92213,77.71782,12,5,0,1,0,Low
25624,Gunjurpalya,12.92213,77.71782,22,1,0,0,0,Low
25624,Gunjurpalya,12.92213,77.71782,16,6,0,1,0,Low
34333,Rajajinagara Metro Station,12.99983,77.54991,8,5,1,1,1,Medium
34333,Rajajinagara Metro Station,12.99983,77.54991,20,6,0,1,0,Low
34333,Rajajinagara Metro Station,12.99983,77.54991,15,4,0,0,1,Medium
33821,Maragondanahalli,13.20293,77.5762,9,3,1,0,2,High
33821,Maragondanahalli,13.20293,77.5762,8,4,1,0,2,High
33821,Maragondanahalli,13.20293,77.5762,9,0,1,0,3,Very High
23521,Railway Gate Kodigehalli,13.06169,77.57429,6,5,0,1,0,Low
23521,Railway Gate Kodigehalli,13.06169,77.57429,6,6,0,1,0,Low
23521,Railway Gate Kodigehalli,13.06169,77.57429,17,5,1,1,1,Medium
20685,Brundavana Peenya,13.0204,77.50815,17,3,1,0,2,High
20685,Brundavana Peenya,13.0204,77.50815,15,3,0,0,1,Medium
20685,Brundavana Peenya,13.0204,77.50815,14,1,0,0,1,Medium
30829,Karenahalli,12.78512,77.46582,10,0,0,0,1,Medium
30829,Karenahalli,12.78512,77.46582,13,0,0,0,0,Low
30829,Karenahalli,12.78512,77.46582,6,4,0,0,1,Medium
34097,Narasapura,12.82806,77.7761,15,5,0,1,0,Low
34097,Narasapura,12.82806,77.7761,13,4,0,0,1,Medium
34097,Narasapura,12.82806,77.7761,22,6,0,1,0,Low
25536,Govt School Jakkur,13.07755,77.60617,11,4,0,0,1,Medium
25536,Govt School Jakkur,13.07755,77.60617,10,6,0,1,0,Low
25536,Govt School Jakkur,13.07755,77.60617,11,1,0,0,1,Medium
20987,Makkala Koota,12.95779,77.57388,9,3,1,0,3,Very High
20987,Makkala Koota,12.95779,77.57388,19,6,1,1,0,Low
20987,Makkala Koota,12.95779,77.57388,14,6,0,1,0,Low
32871,Harohalli,12.86247,77.72005,17,2,1,0,2,High
32871,Harohalli,12.86247,77.72005,19,0,1,0,2,High
32871,Harohalli,12.86247,77.72005,9,4,1,0,3,Very High
38009,CS-80 Feet Road Kalyananagara,13.02554,77.64084,7,2,1,0,3,Very High
38009,CS-80 Feet Road Kalyananagara,13.02554,77.64084,13,0,0,0,1,Medium
38009,CS-80 Feet Road Kalyananagara,13.02554,77.64084,19,5,1,1,0,Low
21802,Canara Bank Tannery Road,13.00622,77.61242,19,4,1,0,3,Very High
21802,Canara Bank Tannery Road,13.00622,77.61242,9,5,1,1,1,Medium
21802,Canara Bank Tannery Road,13.00622,77.61242,11,2,0,0,0,Low
35367,Pandithana Agrahara Junction,12.88498,77.81579,8,3,1,0,2,High
35367,Pandithana Agrahara Junction,12.88498,77.81579,6,2,0,0,0,Low
35367,Pandithana Agrahara Junction,12.88498,77.81579,9,2,1,0,3,Very High
36140,Lalbagh Hopcoms,12.95184,77.59079,17,4,1,0,3,Very High
36140,Lalbagh Hopcoms,12.95184,77.59079,21,4,0,0,0,Low
36140,Lalbagh Hopcoms,12.95184,77.59079,20,3,0,0,0,Low
35425,NICE Road 15th Stone,12.85483,77.61009,16,5,0,1,0,Low
35425,NICE Road 15th Stone,12.85483,77.61009,14,0,0,0,1,Medium
35425,NICE Road 15th Stone,12.85483,77.61009,19,5,1,1,0,Low
26910,The Golden Palm Resort Nagarur colony Nelamangala,13.08893,77.44564,7,2,1,0,2,High
26910,The Golden Palm Resort Nagarur colony Nelamangala,13.08893,77.44564,11,5,0,1,0,Low
26910,The Golden Palm Resort Nagarur colony Nelamangala,13.08893,77.44564,7,1,1,0,3,Very High
22131,Kadasonnappanahalli Gate,13.10154,77.65811,15,6,0,1,0,Low
22131,Kadasonnappanahalli Gate,13.10154,77.65811,22,5,0,1,0,Low
22131,Kadasonnappanahalli Gate,13.10154,77.65811,10,6,0,1,0,Low
24408,Chandra Nagara Cross,12.89935,77.56117,7,0,1,0,2,High
24408,Chandra Nagara Cross,12.89935,77.56117,12,0,0,0,0,Low
24408,Chandra Nagara Cross,12.89935,77.56117,17,6,1,1,0,Low
33137,Jinnagara,13.03301,77.82081,20,4,0,0,0,Low
33137,Jinnagara,13.03301,77.82081,16,6,0,1,0,Low
33137,Jinnagara,13.03301,77.82081,18,3,1,0,3,Very High
32544,Doddamma Temple,12.8472,77.69068,21,6,0,1,0,Low
32544,Doddamma Temple,12.8472,77.69068,17,2,1,0,3,Very High
32544,Doddamma Temple,12.8472,77.69068,13,5,0,1,0,Low
35468,Anjaneya Temple Thigalarapalya,13.01372,77.48347,22,4,0,0,0,Low
35468,Anjaneya Temple Thigalarapalya,13.01372,77.48347,20,1,0,0,0,Low
35468,Anjaneya Temple Thigalarapalya,13.01372,77.48347,20,0,0,0,0,Low
20962,Kuvempu Circle,13.04457,77.56281,17,1,1,0,3,Very High
20962,Kuvempu Circle,13.04457,77.56281,15,3,0,0,2,High
20962,Kuvempu Circle,13.04457,77.56281,21,4,0,0,0,Low
23625,Bolare Gate,12.75414,77.48453,14,3,0,0,1,Medium
23625,Bolare Gate,12.75414,77.48453,13,2,0,0,0,Low
23625,Bolare Gate,12.75414,77.48453,14,1,0,0,1,Medium
36226,Seetanayakanahalli Gate Malur Road,12.9537,77.91509,17,6,1,1,0,Low
36226,Seetanayakanahalli Gate Malur Road,12.9537,77.91509,10,0,0,0,0,Low
36226,Seetanayakanahalli Gate Malur Road,12.9537,77.91509,20,3,0,0,0,Low
23526,Ganesha Temple Sahakara Nagara,13.0596,77.59,16,4,0,0,1,Medium
23526,Ganesha Temple Sahakara Nagara,13.0596,77.59,18,4,1,0,3,Very High
23526,Ganesha Temple Sahakara Nagara,13.0596,77.59,19,4,1,0,3,Very High
37795,Thigularapalya (Isuvanahalli),13.20862,77.34045,21,5,0,1,0,Low
37795,Thigularapalya (Isuvanahalli),13.20862,77.34045,7,6,1,1,0,Low
37795,Thigularapalya (Isuvanahalli),13.20862,77.34045,18,2,1,0,2,High
23965,Janatabazar Junction,12.92781,77.54612,21,4,0,0,0,Low
23965,Janatabazar Junction,12.92781,77.54612,8,0,1,0,3,Very High
23965,Janatabazar Junction,12.92781,77.54612,11,3,0,0,1,Medium
22007,Hale Chandapura,12.80182,77.71151,18,2,1,0,2,High
22007,Hale Chandapura,12.80182,77.71151,20,1,0,0,0,Low
22007,Hale Chandapura,12.80182,77.71151,22,0,0,0,0,Low
36742,Jnanakshi Vidyaniketan School,12.91185,77.51349,18,2,1,0,2,High
36742,Jnanakshi Vidyaniketan School,12.91185,77.51349,10,6,0,1,0,Low
36742,Jnanakshi Vidyaniketan School,12.91185,77.51349,8,5,1,1,0,Low
25670,HAL Gnanajyothi School,12.96063,77.69327,10,0,0,0,0,Low
25670,HAL Gnanajyothi School,12.96063,77.69327,18,4,1,0,2,High
25670,HAL Gnanajyothi School,12.96063,77.69327,19,5,1,1,0,Low
33250,Kakolu,13.18433,77.51852,14,4,0,0,1,Medium
33250,Kakolu,13.18433,77.51852,12,6,0,1,1,Medium
33250,Kakolu,13.18433,77.51852,6,0,0,0,0,Low
34299,Puttenahalli,13.10995,77.58022,13,4,0,0,0,Low
34299,Puttenahalli,13.10995,77.58022,13,0,0,0,1,Medium
34299,Puttenahalli,13.10995,77.58022,20,3,0,0,0,Low
28185,Savukanahalli,13.2674,77.69459,17,2,1,0,2,High
28185,Savukanahalli,13.2674,77.69459,10,5,0,1,1,Medium
28185,Savukanahalli,13.2674,77.69459,12,6,0,1,0,Low
21784,Brooke Bond,12.96392,77.74833,21,3,0,0,0,Low
21784,Brooke Bond,12.96392,77.74833,18,4,1,0,2,High
21784,Brooke Bond,12.96392,77.74833,20,3,0,0,0,Low
33272,Kallahalli,13.10668,77.78883,8,6,1,1,1,Medium
33272,Kallahalli,13.10668,77.78883,19,1,1,0,2,High
33272,Kallahalli,13.10668,77.78883,11,4,0,0,1,Medium
26582,Sonnenahalli,12.94218,77.47922,12,3,0,0,1,Medium
26582,Sonnenahalli,12.94218,77.47922,20,3,0,0,0,Low
26582,Sonnenahalli,12.94218,77.47922,7,4,1,0,3,Very High
30496,Jyothipura Koyara,13.29235,77.62747,18,6,1,1,0,Low
30496,Jyothipura Koyara,13.29235,77.62747,22,6,0,1,0,Low
30496,Jyothipura Koyara,13.29235,77.62747,6,1,0,0,0,Low
20911,Kanminake Colony,12.85818,77.42896,9,1,1,0,3,Very High
20911,Kanminake Colony,12.85818,77.42896,19,3,1,0,2,High
20911,Kanminake Colony,12.85818,77.42896,22,3,0,0,0,Low
27922,Ramanahalli,12.74168,77.40167,13,6,0,1,0,Low
27922,Ramanahalli,12.74168,77.40167,13,1,0,0,0,Low
27922,Ramanahalli,12.74168,77.40167,14,1,0,0,1,Medium
32962,Hosahallipalya,13.12753,77.4541,20,6,0,1,0,Low
32962,Hosahallipalya,13.12753,77.4541,22,1,0,0,1,Medium
32962,Hosahallipalya,13.12753,77.4541,10,0,0,0,1,Medium
27435,Neragenahalli Cross,13.22897,77.62986,7,2,1,0,3,Very High
