route_long_name,route_short_name,agency_id,route_type,route_id,total_stops,avg_stop_lat,avg_stop_lon
Depot-31 Gate ⇔ Sir M Vishweshwaraiah Layout 9th Blk Mallathahalli,238-UC,1,3,238-UC D31G-VSL,9360,12.988787012820513,77.58021691025641
Depot-31 Gate ⇔ Tavarekere,242-B,1,3,242-B D31G-TVK,9360,12.988787012820513,77.58021691025641
Depot-31 Gate ⇔ Thippagondanahalli,242-Z,1,3,242-Z D31G-TGH,9360,12.988787012820513,77.58021691025641
Depot-31 Gate ⇔ Vidhana Soudha Layout,D31G-VSDLO,1,3,D31G-VSDLO,9360,12.988787012820513,77.58021691025641
Depot-31 Summanahalli ⇔ Depot-31 Gate,D31-D31G,1,3,D31-D31G,9360,12.988787012820513,77.58021691025641
Depot-32 Suryacity ⇔ Surya Nagara,D32-SRN,1,3,D32-SRN,9360,12.988787012820513,77.58021691025641
Depot-33 Poornapragna layout ⇔ Poornaprajna Layout,D33-PPLO,1,3,D33-PPLO,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Anekal,345-E,1,3,345-E D34G-BGR-ANK,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Anekal,365-P,1,3,365-P D34-ANK,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Anjanapura,D34G-ANP,1,3,D34G-ANP,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Banashankari Bus Station,378-E,1,3,378-E D34-BSK,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Bannerughatta National Park,365,1,3,365 D34G-LOYL-BNZ,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Bannerughatta National Park,365 D34G-BNP,1,3,365 D34G-BNP,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Beguru,D34G-BGR,1,3,D34G-BGR,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Bishop Coton Girls High School,215-S,1,3,215-S D34G-JBS-BCGS,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Bommanahalli,D34-AECS-BGR-BMH,1,3,D34-AECS-BGR-BMH,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Byatarayana Doddy,366-M,1,3,366-M D34G-BTRD,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Cafe Coffee Day (Vijaya Bank Layout),D34G-CCDV,1,3,D34G-CCDV,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Chikka Kammanahalli,D34-CKH,1,3,D34-CKH,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Devarachikkanahalli,D34G-DCH,1,3,D34G-DCH,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Electronic City 378,378 D34G-ELC,1,3,378 D34G-ELC,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Electronic City 378,378-C,1,3,378-C D34G-ELC,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Giddenahalli Prashanti Kuteera,366-N,1,3,366-N D34G-JSD-GDPK,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Gundanjaneya Swamy Temple Ravagodlu,213-K,1,3,213-K D34G-GAT,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Head Start School Kommasandra,378,1,3,378 D34G-ELC-HSS,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Hulimavu,369-A,1,3,369-A D34-HLM,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Hulimavu,D34G-HLMV,1,3,D34G-HLMV,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ JP Nagara 6th Phase,215-H,1,3,215-H D-34-JPN6,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Jayanagara Metro Station Arrival,215-C,1,3,215-C D34G-JNMS,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Jigani APC Circle,D34G-JSD-JAPC,1,3,D34G-JSD-JAPC,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Jigani DLF Cloub House,365-H,1,3,365-H D34G-JDLF,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ KR Market (Kalasipalya),215,1,3,215 D34G-KKC-KMT,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ KR Market (Kalasipalya),215-C,1,3,215-C D34G-KMT,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ KR Market (Kalasipalya),366-N,1,3,366-N D34G-KMT,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ KR Market (Kalasipalya),D34G-EAST-KMT,1,3,D34G-EAST-KMT,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Kempegowda Bus Station,D34G-,1,3,D34G- PTH-KBS,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Kengeri Bus Station,378 D34-KGR,1,3,378 D34-KGR,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Kodichikkanahalli,D34G-KCH,1,3,D34G-KCH,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ KoratagereDoddy Bannerughatta,370-B,1,3,370-B D34G-KRTD,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Mutturayanaswamy Doddy,366-KA,1,3,366-KA D34G-MRD,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Nisarga Badavane,372-C,1,3,372-C D34G-NSB,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Nosenuru,366 D34-NSR,1,3,366 D34-NSR,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Ramanayakana Doddy,370-E,1,3,370-E D34G-RND,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Ramasandra,367 D34G-RSD,1,3,367 D34G-RSD,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Shanthiniketan Layout,D34G-SKL,1,3,D34G-SKL,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Thalaghattapura Metro Station,D34-TGPM,1,3,D34-TGPM,9360,12.988787012820513,77.58021691025641
Depot-34 Gate ⇔ Yelenahalli,D34G-YLH,1,3,D34G-YLH,9360,12.988787012820513,77.58021691025641
Depot-34 Kottanur ⇔ Depot-34 Gate,D34-D34G,1,3,D34-D34G,9360,12.988787012820513,77.58021691025641
Depot-34 Kottanur ⇔ Jambu Savari Dinne,D34-JSD,1,3,D34-JSD,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Aralimaradapalya,242-Y,1,3,242-Y D35G-AMP,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Ashraya Badavane,242-CN,1,3,242-CN D35G-ABDVN,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Banashankari Bus Station,410-K,1,3,410-K BSK-D35G,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Bylakonenahalli,240-E,1,3,240-E D35G-BKH,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Channa Marayyanapalya,242-RA,1,3,242-RA D35G-CMP,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Ganakal,242-JA,1,3,242-JA D35G-GNK,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Gidadakonenahalli,243-F,1,3,243-F D35G-GKH,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Hebbala Bridge,501-BH,1,3,501-BH D35G-HBL,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Janapriya Township,D35G-JPT,1,3,D35G-JPT,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ KR Market (Kalasipalya),242 D35G-KMT,1,3,242 D35G-KMT,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Kachohalli,240-C,1,3,240-C D35G-KCH,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Kadabagere,245-C,1,3,245-C D35G-KDBG,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Kanuvanahalli,242-TB,1,3,242-TB D35G-KVH,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Kenchanapura,241-B,1,3,241-B D35G-KCP,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Kengeri Bus Station,374-M,1,3,374-M D35G-TVK-KGR,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Kittanahalli,D35G-KTH,1,3,D35G-KTH,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Lakshmaiah Badavane,241-E,1,3,241-E D35G-LKMB,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Lingadeeranahalli,D35G-LDH,1,3,D35G-LDH,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Machohalli,240-A,1,3,240-A D35G-MCH,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Mysore Road Bus Station,241-G,1,3,241-G MRBS-D35G,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Nelamangala Bus Station,374-N,1,3,374-N D35G-TVK-NML,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Shettyhalli,248-V,1,3,248-V D35G-STH,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Shivajinagara Bus Station,G-7,1,3,G-7 D35G-KBS-SBS,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Tavarekere,242 D35G-TVK,1,3,242 D35G-TVK,9360,12.988787012820513,77.58021691025641
Depot-35 Gate ⇔ Yale Kodigehalli,D35G-YKH,1,3,D35G-YKH,9360,12.988787012820513,77.58021691025641
Depot-35 Kannalli ⇔ Depot-35 Gate,D35-D35G,1,3,D35-D35G,9360,12.988787012820513,77.58021691025641
Depot-36 Bidadi ⇔ Depot-36 Gate,D36-D36G,1,3,D36-D36G,9360,12.988787012820513,77.58021691025641
Depot-36 Bidadi ⇔ Kenchanakuppe,D36G-KNGP,1,3,D36G-KNGP,9360,12.988787012820513,77.58021691025641
Depot-36 Gate ⇔ Avaragere,231-A,1,3,231-A D36G-AVG,9360,12.988787012820513,77.58021691025641
Depot-36 Gate ⇔ Govt First Grade College Bidadi,D36G-GFGC,1,3,D36G-GFGC,9360,12.988787012820513,77.58021691025641
Depot-36 Gate ⇔ Guddadahalli Dinne,231-J,1,3,231-J D36G-GDH,9360,12.988787012820513,77.58021691025641
Depot-36 Gate ⇔ Kolliganahalli,D36G-KGH,1,3,D36G-KGH,9360,12.988787012820513,77.58021691025641
Depot-36 Gate ⇔ Parasanapalya,D36G-PRSP,1,3,D36G-PRSP,9360,12.988787012820513,77.58021691025641
Depot-37 Kengeri ⇔ Kengeri Bus Station,D37-KGR,1,3,D37-KGR,9360,12.988787012820513,77.58021691025641
Depot-38 Chikkanagamangala ⇔ Depot-38 Gate,D38-D38G,1,3,D38-D38G,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Ali Bommasandra,359-A,1,3,359-A D38G-ABS,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Anekal,356-Z,1,3,356-Z D38-ANK,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Anekal,356-Z,1,3,356-Z D38G-ANKL,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Anekal,D38G-HLG-ANK,1,3,D38G-HLG-ANK,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Attibele Bus Stand,360 D38G-ATB,1,3,360 D38G-ATB,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Attibele Bus Stand,D38G-HLG-ATB,1,3,D38G-HLG-ATB,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Banashankari Bus Station,600-F,1,3,600-F D38G-BSK,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Bommasandra Village,355 D38-BMSV,1,3,355 D38-BMSV,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Chikka Hagade,361-B,1,3,361-B D38G-CHD,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Chikka Thimmasandra,D38G-CKTM,1,3,D38G-CKTM,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Dodda Nagamangala Tirumala Bekary,D38G-DNMTB,1,3,D38G-DNMTB,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Dodda Thoguru,346-N,1,3,346-N D38G-DTR,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Hadosiddapura,D38G-HDS,1,3,D38G-HDS,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Handenahalli Attibele,349-A,1,3,349-A D38G-HND,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Haraluru,D38G-HRL,1,3,D38G-HRL,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Hosapalya Kudlu Gate,347-L,1,3,347-L D38G-ELC-HSP,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Jai Bheem nagara (Ado Sonnahatti),354-C,1,3,354-C D38G-JBR,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Jigani APC Circle,BC-3A,1,3,BC-3A D38G-JAPC,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Kempu Dommasandra,356-ZA,1,3,356-ZA D38G-KDMS,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Kengeri Bus Station,378 D38G-KGR,1,3,378 D38G-KGR,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Kodathi Wipro,MF-22A,1,3,MF-22A D38G-KDTW,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Madavara,NICE-10E,1,3,NICE-10E D38-MDV,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Madavara,NICE-8C,1,3,NICE-8C D38G-MDV,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Mahadeshwara Badavane,352-E,1,3,352-E D38G-MSMB,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Manchanahalli,360-D,1,3,360-D D38G-MNH,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Marsuru,354-C,1,3,354-C D38G-MSR,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Nanjapura,350-E,1,3,350-E D38G-NJP,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ PES College Hostel Kasavanahalli,D38-PESCE,1,3,D38-PESCE,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Rachammanahalli,360-S,1,3,360-S D38G-ANK-RMH,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Samanduru,360-S,1,3,360-S D38G-SMDR,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Smondo 3 Apartment,350-A,1,3,350-A D38G-SMA,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Sriramapura Bommasandra Road,355-A,1,3,355-A D38G-SRP,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Subhashnagara Hosa Road,347-M,1,3,347-M D38G-SBN,9360,12.988787012820513,77.58021691025641
Depot-38 Gate ⇔ Thattanahalli,356-A,1,3,356-A D38G-TTNH,9360,12.988787012820513,77.58021691025641
Depot-39 Hoskote ⇔ Hosakote Bus Stand (Old),D39-HSK,1,3,D39-HSK,9360,12.988787012820513,77.58021691025641
Depot-39 Hoskote ⇔ Hosakote Bus Stand (Old),D39G-HSK,1,3,D39G-HSK,9360,12.988787012820513,77.58021691025641
Depot-39 Hoskote ⇔ Hosakote Bus Station (TTMC),D39-HSKTTMC,1,3,D39-HSKTTMC,9360,12.988787012820513,77.58021691025641
Depot-40 Dasanapura ⇔ Dasanapura,D40-DSP,1,3,D40-DSP,9360,12.988787012820513,77.58021691025641
Depot-40 Dasanapura ⇔ Depot-40 Gate,D40-D40G,1,3,D40-D40G,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Anekal,328-H,1,3,328-H D41G-ANK,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Arehalli,304-X,1,3,304-X D41G-ARH,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Attibele Bus Stand,328-H,1,3,328-H D41G-ATB,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Balagere,332 D41G-BLG,1,3,332 D41G-BLG,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Banarahalli,306-F,1,3,306-F D41G-BRH,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Bellikere,329-E,1,3,329-E D41G-BLK,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Bhoganahalli,327-E,1,3,327-E D41G-BGH,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Chikka Thirupathi,500-CF,1,3,500-CF D41G-SJP-CKT,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Chikka Thirupathi,D41G-CKTP,1,3,D41G-CKTP,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Dinnur,319-J,1,3,319-J D41G-DNR,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Dr Ambedkar Nagara,333-K,1,3,333-K D41G-AKN,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Hagaduru,D41G-HGR,1,3,D41G-HGR,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Halasahalli,328-G,1,3,328-G D41G-GJR-HLH,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Halasuru,328-HB,1,3,328-HB D41G-HLS,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Harohalli,325,1,3,325 D41G-HRHL,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Head Start School Kommasandra,328-H,1,3,328-H D41G-HSS,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Hebbala Bridge,506-A,1,3,506-A D41G-HBL,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Hosa Road,505,1,3,505 D41G-HSRD,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Hosakote Bus Stand (Old),328-H,1,3,328-H D41G-HSK,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ KR Market,323,1,3,323 D41G-HAL-KMT,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Kadugodi Bus Station,328-H,1,3,328-H D41G-KDG,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Kempapura,D41G-KMP,1,3,D41G-KMP,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Kotur,329-C,1,3,329-C D41G-KTR,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Kuguru,323-B,1,3,323-B D41G-KGR,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Madappanahalli,329 D41G-MPH,1,3,329 D41G-MPH,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Mandur,328-HE,1,3,328-HE D41G-MDR,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Marasandra,306-L,1,3,306-L D41G-MSD,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Munnekolalu,333-H,1,3,333-H D41G-MKO,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Muthsandra,329 D41G-MTS,1,3,329 D41G-MTS,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Nagondanahalli,324 NGH-D41G,1,3,324 NGH-D41G,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Nerige,323-F,1,3,323-F D41G-NRG,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Panathuru Dinne,327-B,1,3,327-B D41G-PND,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Ramanayakanahalli,323-G,1,3,323-G D41G-RMN,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Seetharampalya,333-N,1,3,333-N D41G-SRP,9360,12.988787012820513,77.58021691025641
Depot-41 Gate ⇔ Valepura,328-E,1,3,328-E D41G-VLP,9360,12.988787012820513,77.58021691025641
Depot-41 Gunjuru ⇔ Depot-41 Gate,D41-D41G,1,3,D41-D41G,9360,12.988787012820513,77.58021691025641
Depot-41 Gunjuru ⇔ Gunjuru,D41-GNJR,1,3,D41-GNJR,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Attibele Bus Stand,D42G-ATB,1,3,D42G-ATB,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Belenus Hospital Near Carmelram Gate,342-H,1,3,342-H D42-BLH,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Bikkana Hosahalli,342G,1,3,342G D42G-BHH,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Carmelram Gate,D42-CRG,1,3,D42-CRG,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Head Start School Kommasandra,D42G-HSS,1,3,D42G-HSS,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Hosakote Bus Stand (Old),328-H,1,3,328-H D42G-HSK,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Junnasandra Rayal Bakery,D42G-JRB,1,3,D42G-JRB,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ KR Market (Kalasipalya),342-Q,1,3,342-Q KMT-D42G,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ KR Market (Kalasipalya),342A-KDTG-KMT,1,3,342A-KDTG-KMT,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Muttanalluru,342-B,1,3,342-B D42G-MTN,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Nature Apartment Dommasandra,D42G-NPTS,1,3,D42G-NPTS,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ PES College Hostel Kasavanahalli,D42G-PESK,1,3,D42G-PESK,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Ramadev Medical Hado siddapur,D42G-RDM,1,3,D42G-RDM,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Sarjapura,342 D42G-SJP,1,3,342 D42G-SJP,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ St Joseph Boys High School Musuem Road,342-H,1,3,342-H D42G-SJBHS,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Valagere Kallahalli,342-J,1,3,342-J D42G-VGK,9360,12.988787012820513,77.58021691025641
Depot-42 Gate Departure ⇔ Vidhana Soudha Karnataka High Court,342,1,3,342 D42G-CPWD-VSD,9360,12.988787012820513,77.58021691025641
Depot-42 Kodathi ⇔ Depot-42 Gate Departure,D42-D42G,1,3,D42-D42G,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Arishinakunte,D43G-ASK,1,3,D43G-ASK,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Banashankari Bus Station,410-FD,1,3,410-FD D43G-BSK,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Dabaspete,258-DN,1,3,258-DN D43G-DSPT,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Gejjigadahalli,256-B,1,3,256-B D43G-GJH,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ KR Market (Kalasipalya),245 KMT-D43G,1,3,245 KMT-D43G,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ KR Market (Kalasipalya),245-H,1,3,245-H D43G-KMT,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Kadirenahalli,263-C,1,3,263-C D43G-KDH,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Kanegowdanahalli,258-P,1,3,258-P D43G-KGN,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Kempegowda Bus Station,256-B,1,3,256-B D43G-GJH-KBS,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Madavara Metro Station,D43G-MDVMS,1,3,D43G-MDVMS,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Mantanakurchi,242,1,3,242 D43G-SDKC-MTK,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Mylanahalli,258-E,1,3,258-E D43G-MYLH,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Nelamangala Bus Station,258,1,3,258 D43G-VNC-NMG,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Nelamangala Railway Station,258,1,3,258 D43G-NMGRS,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Ravuthanahalli,257-C,1,3,257-C D43G-RVH,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Shivajinagara Bus Station,258-N,1,3,258-N SBS-D43G,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Shivanapura,258-F,1,3,258-F D43G-SVP,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Shivanapura,D43-SVP,1,3,D43-SVP,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Thore Hosapalya,256-MA,1,3,256-MA D43G-TRHH,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Thyamagondlu,258-M,1,3,258-M D43G-TMG,9360,12.988787012820513,77.58021691025641
Depot-43 Gate ⇔ Yelahanka Old Town,401-A,1,3,401-A D43G-YHKOT,9360,12.988787012820513,77.58021691025641
Depot-43 Shivanapura ⇔ Adarshanagara,D43-ADR,1,3,D43-ADR,9360,12.988787012820513,77.58021691025641
Depot-43 Shivanapura ⇔ Arishinakunte,D43-ASK,1,3,D43-ASK,9360,12.988787012820513,77.58021691025641
Depot-43 Shivanapura ⇔ Depot-43 Gate,D43-D43G,1,3,D43-D43G,9360,12.988787012820513,77.58021691025641
Depot-43 Shivanapura ⇔ Vinayaka Nagara Cross,D43-VNC,1,3,D43-VNC,9360,12.988787012820513,77.58021691025641
Depot-44 Anjanapura ⇔ Anjanapura 10 Block,D44-ANP10BLK,1,3,D44-ANP10BLK,9360,12.988787012820513,77.58021691025641
Depot-44 Anjanapura ⇔ Anjanapura 10th Block,D44-ANP10,1,3,D44-ANP10,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ 5th Phase Yelahanka New Town,D45G-YSTF,1,3,D45G-YSTF,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ Atturu,D45-ATR,1,3,D45-ATR,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ BEML Factory,500-A,1,3,500-A D45-BEMLF,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ BEML Layout 5th stage,401-RC,1,3,401-RC D45-BEML5,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ Chikka Banavara,507-K,1,3,507-K D45-CKB,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ Dodda Bettahalli,D45G-DBH,1,3,D45G-DBH,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ Dwaraka Nagara,D-45G-DWN,1,3,D-45G-DWN,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ Hebbala Bridge,D45-TDL-HBLB,1,3,D45-TDL-HBLB,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ Hesaraghatta,266,1,3,266 D45G-SVK-HSG,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ Hesaraghatta,267 D45G-HSG,1,3,267 D45G-HSG,9360,12.988787012820513,77.58021691025641
Depot-45 Gate ⇔ Hesaraghatta,267-A,1,3,267-A D45G-HSG,9360,12.988787012820513,77.58021691025641
