stop_id,stop_name,stop_lat,stop_lon,service_type,total_routes,hour,day_of_week,passenger_count,crowd_level,crowd_level_code,day_type,time_period,is_rush_hour
38000,BGS College Chikkaballapura,13.39551,77.72662,Weekday,4190,10,5,24,Low,0,Weekend,Midday,0
38001,BGS College Chikkaballapura,13.39584,77.72679,Weekday,4190,12,2,37,Medium,1,Weekday,Midday,0
29953,BGS College Gate Devagere,12.84759,77.46868,Weekday,4190,15,1,49,Medium,1,Weekday,Midday,0
32007,BGS College Gate Devagere,12.84762,77.46871,Weekday,4190,15,4,24,Low,0,Weekday,Midday,0
29956,BGS Health City,12.90313,77.49819,Weekday,4190,11,5,10,Low,0,Weekend,Midday,0
21753,BGS Health City Gate Abhiman Studio,12.90712,77.49911,Weekday,4190,10,4,36,Medium,1,Weekday,Midday,0
21754,BGS Health City Gate Abhiman Studio,12.90706,77.49915,Weekday,4190,9,0,70,High,2,Weekday,Midday,1
32009,BGS International Residential School,12.84663,77.46205,Weekday,4190,7,5,80,High,2,Weekend,Morning Rush,1
20658,BGS PU College Thotagere,13.14428,77.45146,Weekday,4190,9,6,88,High,2,Weekend,Midday,1
29959,BGS PU College Thotagere,13.14425,77.45143,Weekday,4190,20,0,94,Very High,3,Weekday,Night,0
29961,BGS School Banandur,12.77941,77.39728,Weekday,4190,15,2,73,High,2,Weekday,Midday,0
32010,BGS School Banandur,12.77952,77.39727,Weekday,4190,15,1,39,Medium,1,Weekday,Midday,0
20661,BHEL,12.94874,77.53559,Weekday,4190,8,3,136,Very High,3,Weekday,Morning Rush,1
20662,BHEL,12.84492,77.66026,Weekday,4190,15,0,12,Low,0,Weekday,Midday,0
20663,BHEL,12.8452,77.66026,Weekday,4190,21,3,71,High,2,Weekday,Night,0
20664,BHEL,12.94872,77.53583,Weekday,4190,6,3,21,Low,0,Weekday,Morning Rush,0
23997,BHEL,12.84506,77.65993,Weekday,4190,13,1,39,Medium,1,Weekday,Midday,0
32036,BHEL Concord Layout,12.90822,77.50942,Weekday,4190,10,2,94,Very High,3,Weekday,Midday,0
32037,BHEL Layout,12.91624,77.50835,Weekday,4190,18,1,70,High,2,Weekday,Evening Rush,1
30018,BHEL Layout Cross,12.91577,77.51103,Weekday,4190,9,5,98,Very High,3,Weekend,Midday,1
32038,BHEL Layout Cross,12.91617,77.51305,Weekday,4190,21,0,69,High,2,Weekday,Night,0
32039,BHEL Layout Cross,12.91583,77.51098,Weekday,4190,13,3,47,Medium,1,Weekday,Midday,0
32040,BHEL Layout Maramma Temple,12.92192,77.5088,Weekday,4190,21,1,24,Low,0,Weekday,Night,0
30022,BHEL Layout Water Tank,12.91895,77.50906,Weekday,4190,12,1,27,Low,0,Weekday,Midday,0
32041,BHEL Layout Water Tank,12.91904,77.50901,Weekday,4190,7,1,91,Very High,3,Weekday,Morning Rush,1
38881,BHOGA NANDISWARA TEMPLE,13.38634,77.69787,Weekday,4190,6,0,38,Medium,1,Weekday,Morning Rush,0
32073,BIES Kuduregere,13.06247,77.46964,Weekday,4190,17,2,103,Very High,3,Weekday,Evening Rush,1
30131,BK Circle,12.87067,77.58316,Weekday,4190,21,6,21,Low,0,Weekend,Night,0
32100,BK Circle,12.87062,77.58325,Weekday,4190,21,1,26,Low,0,Weekday,Night,0
35060,BK Circle,12.87056,77.58309,Weekday,4190,16,0,27,Low,0,Weekday,Midday,0
30136,BME-1 NICE Road,12.91943,77.53179,Weekday,4190,9,3,99,Very High,3,Weekday,Midday,1
32101,BME-1 NICE Road,12.91947,77.53196,Weekday,4190,13,5,32,Medium,1,Weekend,Midday,0
30138,BME-2 NICE Road,12.89331,77.51354,Weekday,4190,17,6,72,High,2,Weekend,Evening Rush,1
32102,BME-2 NICE Road,12.89344,77.51345,Weekday,4190,7,4,70,High,2,Weekday,Morning Rush,1
30141,BMSIT College Campous Yelahanka,13.1337,77.56811,Weekday,4190,8,6,22,Low,0,Weekend,Morning Rush,1
30147,BMTC Training Centre,13.01991,77.44837,Weekday,4190,17,6,88,High,2,Weekend,Evening Rush,1
32105,BMTC Training Centre,13.01994,77.44841,Weekday,4190,6,0,93,Very High,3,Weekday,Morning Rush,0
30148,BN Bachegowda Badavane,12.9627,77.84542,Weekday,4190,6,4,82,High,2,Weekday,Morning Rush,0
30150,BN Bachegowda Badavane Colony,12.96279,77.84504,Weekday,4190,18,1,15,Low,0,Weekday,Evening Rush,1
32106,BN Bachegowda Badavane Colony,12.96278,77.84512,Weekday,4190,8,1,100,Very High,3,Weekday,Morning Rush,1
38508,BOB Colony,12.89299,77.5864,Weekday,4190,16,6,8,Low,0,Weekend,Midday,0
30189,BP Indian School Nelamangala,13.0877,77.37529,Weekday,4190,10,0,72,High,2,Weekday,Midday,0
32126,BP Indian School Nelamangala,13.08764,77.37555,Weekday,4190,17,4,45,Medium,1,Weekday,Evening Rush,1
20680,BPL,12.98525,77.74828,Weekday,4190,8,1,48,Medium,1,Weekday,Morning Rush,1
20681,BPL,12.98531,77.74768,Weekday,4190,6,3,18,Low,0,Weekday,Morning Rush,0
35109,BPL,12.88702,77.59697,Weekday,4190,6,2,92,Very High,3,Weekday,Morning Rush,0
35232,BPL,12.88691,77.59676,Weekday,4190,13,2,64,High,2,Weekday,Midday,0
37197,BPL,12.98545,77.74784,Weekday,4190,15,1,28,Low,0,Weekday,Midday,0
21785,BRV Talkies Cubbon Road,12.97911,77.60273,Weekday,4190,16,4,71,High,2,Weekday,Midday,0
30209,BRV Talkies Cubbon Road,12.97941,77.60223,Weekday,4190,17,5,100,Very High,3,Weekend,Evening Rush,1
30211,BSF Yelahanka,13.12915,77.60494,Weekday,4190,18,1,72,High,2,Weekday,Evening Rush,1
32135,BSF Yelahanka,13.12912,77.60492,Weekday,4190,18,5,89,High,2,Weekend,Evening Rush,1
21786,BTL College,12.81185,77.69485,Weekday,4190,17,5,37,Medium,1,Weekend,Evening Rush,1
21787,BTL College,12.8117,77.69472,Weekday,4190,20,4,55,Medium,1,Weekday,Night,0
20571,BTM Layout 16th Main,12.91644,77.60928,Weekday,4190,19,5,45,Medium,1,Weekend,Evening Rush,1
20572,BTM Layout 16th Main,12.91669,77.60912,Weekday,4190,7,3,63,High,2,Weekday,Morning Rush,1
39695,BTM Layout 16th Main FLY Over,12.91663,77.60933,Weekday,4190,18,4,88,High,2,Weekday,Evening Rush,1
31345,BTM Layout 16th Main Road,12.91627,77.61014,Weekday,4190,8,1,43,Medium,1,Weekday,Morning Rush,1
39479,BTM Layout 4 Phase (ELC RTO Office),12.88683,77.61115,Weekday,4190,7,6,51,Medium,1,Weekend,Morning Rush,1
39701,BTM Layout 4th Stage Stadium,12.88337,77.61516,Weekday,4190,8,3,100,Very High,3,Weekday,Morning Rush,1
20688,BTM Layout Water Tank,12.91654,77.60711,Weekday,4190,12,0,40,Medium,1,Weekday,Midday,0
20689,BTM Layout Water Tank,12.91673,77.60713,Weekday,4190,6,2,47,Medium,1,Weekday,Morning Rush,0
23327,BTR Garden,12.89033,77.64645,Weekday,4190,15,1,95,Very High,3,Weekday,Midday,0
23329,BTR Garden,12.89028,77.64662,Weekday,4190,13,1,54,Medium,1,Weekday,Midday,0
23989,BTS Layout Basaveshwaranagara,12.97707,77.48056,Weekday,4190,18,1,75,High,2,Weekday,Evening Rush,1
24291,BTS Layout Basaveshwaranagara,12.97704,77.4804,Weekday,4190,15,3,18,Low,0,Weekday,Midday,0
20646,BUC ADM Block,12.95005,77.50086,Weekday,4190,15,0,18,Low,0,Weekday,Midday,0
35428,BUC ADM Block,12.95007,77.50069,Weekday,4190,15,6,50,Medium,1,Weekend,Midday,0
20650,BUC Ladies Hostel,12.94184,77.50601,Weekday,4190,19,4,132,Very High,3,Weekday,Evening Rush,1
20651,BUC Ladies Hostel,12.94195,77.50599,Weekday,4190,7,0,129,Very High,3,Weekday,Morning Rush,1
20652,BUC Library,12.94439,77.50435,Weekday,4190,8,3,46,Medium,1,Weekday,Morning Rush,1
24363,BUC Library,12.9443,77.50421,Weekday,4190,14,1,25,Low,0,Weekday,Midday,0
20655,BUC Quarters,12.95203,77.49917,Weekday,4190,12,2,41,Medium,1,Weekday,Midday,0
20690,BWSSB Quarters Nayandahalli,12.94013,77.52412,Weekday,4190,9,1,112,Very High,3,Weekday,Midday,1
20691,BWSSB Quarters Nayandahalli,12.93987,77.5236,Weekday,4190,15,4,99,Very High,3,Weekday,Midday,0
39366,BWSSB Quaters Harohalli,12.66841,77.45685,Weekday,4190,10,5,16,Low,0,Weekend,Midday,0
39367,BWSSB Quaters Harohalli,12.66836,77.457,Weekday,4190,7,2,70,High,2,Weekday,Morning Rush,1
30241,BWSSB Tavarekere,12.96999,77.39935,Weekday,4190,18,1,25,Low,0,Weekday,Evening Rush,1
32150,BWSSB Tavarekere,12.97007,77.39937,Weekday,4190,16,6,21,Low,0,Weekend,Midday,0
29619,Babasahebarapalya,12.90132,77.46264,Weekday,4190,18,2,97,Very High,3,Weekday,Evening Rush,1
20617,Babusabpalya,13.0226,77.64702,Weekday,4190,13,5,38,Medium,1,Weekend,Midday,0
20618,Babusabpalya,13.02274,77.64721,Weekday,4190,9,0,78,High,2,Weekday,Midday,1
37934,Babusabpalya 302,13.02285,77.64747,Weekday,4190,14,3,55,Medium,1,Weekday,Midday,0
29620,Bachahalli Gate,13.21219,77.6732,Weekday,4190,10,1,57,Medium,1,Weekday,Midday,0
35638,Bachahalli Gate,13.21205,77.67332,Weekday,4190,18,4,118,Very High,3,Weekday,Evening Rush,1
38757,Bachahalli Government School,13.25289,77.59419,Weekday,4190,14,0,93,Very High,3,Weekday,Midday,0
29622,Bachenahatti,12.95486,77.30405,Weekday,4190,9,1,60,Medium,1,Weekday,Midday,1
35636,Bachenahatti,12.95479,77.30404,Weekday,4190,15,0,42,Medium,1,Weekday,Midday,0
29623,Badekatte,12.8181,77.48975,Weekday,4190,10,4,53,Medium,1,Weekday,Midday,0
35635,Badekatte,12.81806,77.48975,Weekday,4190,14,1,80,High,2,Weekday,Midday,0
39699,Badesab Doddi RV PU College,12.70789,77.45403,Weekday,4190,13,5,11,Low,0,Weekend,Midday,0
23263,Badrapura,12.87177,77.42746,Weekday,4190,21,5,57,Medium,1,Weekend,Night,0
20619,Bagalagunte,13.05665,77.50735,Weekday,4190,8,4,16,Low,0,Weekday,Morning Rush,1
20620,Bagalagunte,13.05657,77.50728,Weekday,4190,6,2,26,Low,0,Weekday,Morning Rush,0
21698,Bagalur,13.13456,77.66816,Weekday,4190,8,4,91,Very High,3,Weekday,Morning Rush,1
21699,Bagalur,13.13452,77.66809,Weekday,4190,21,2,54,Medium,1,Weekday,Night,0
23267,Bagalur,13.13461,77.66801,Weekday,4190,9,1,69,High,2,Weekday,Midday,1
29624,Bagalur Colony,13.14146,77.67118,Weekday,4190,7,2,76,High,2,Weekday,Morning Rush,1
35634,Bagalur Colony,13.14146,77.6713,Weekday,4190,6,1,53,Medium,1,Weekday,Morning Rush,0
29626,Bagalur Cross,13.12198,77.61061,Weekday,4190,12,1,90,High,2,Weekday,Midday,0
31858,Bagalur Cross,13.12182,77.61128,Weekday,4190,21,6,32,Medium,1,Weekend,Night,0
35633,Bagalur Cross,13.12211,77.61116,Weekday,4190,13,3,15,Low,0,Weekday,Midday,0
38375,Bagalur Cross,13.12174,77.61129,Weekday,4190,12,1,77,High,2,Weekday,Midday,0
21700,Bagalur Santhe,13.13333,77.66684,Weekday,4190,19,2,90,High,2,Weekday,Evening Rush,1
31859,Bagalur Santhe,13.13351,77.66675,Weekday,4190,21,3,44,Medium,1,Weekday,Night,0
38653,Bagluru Old police Station,13.12977,77.6667,Weekday,4190,10,3,67,High,2,Weekday,Midday,0
38654,Bagluru Old police Station,13.12952,77.66661,Weekday,4190,17,1,99,Very High,3,Weekday,Evening Rush,1
21701,Bagmane Tech Park,12.98076,77.65642,Weekday,4190,6,4,82,High,2,Weekday,Morning Rush,0
21702,Bagmane Tech Park,12.98065,77.65654,Weekday,4190,12,4,15,Low,0,Weekday,Midday,0
23272,Baguru,12.89645,77.84275,Weekday,4190,18,5,23,Low,0,Weekend,Evening Rush,1
23403,Baguru,12.89677,77.84224,Weekday,4190,12,3,68,High,2,Weekday,Midday,0
23273,Baguru Colony,12.89515,77.84536,Weekday,4190,14,1,95,Very High,3,Weekday,Midday,0
23404,Baguru Colony,12.89528,77.84535,Weekday,4190,8,6,40,Medium,1,Weekend,Morning Rush,1
39441,Bakery 1st Main Road,12.99435,77.57801,Weekday,4190,14,4,11,Low,0,Weekday,Midday,0
39442,Bakery 1st Main Road,12.99436,77.57794,Weekday,4190,19,6,70,High,2,Weekend,Evening Rush,1
29631,Baladimmanahalli,13.18959,77.74336,Weekday,4190,6,1,45,Medium,1,Weekday,Morning Rush,0
35631,Baladimmanahalli,13.1898,77.74341,Weekday,4190,6,1,81,High,2,Weekday,Morning Rush,0
35629,Balageranahalli Cross,12.78744,77.73468,Weekday,4190,19,3,81,High,2,Weekday,Evening Rush,1
29634,Balagere,12.9396,77.72902,Weekday,4190,9,6,18,Low,0,Weekend,Midday,1
35628,Balagere,12.93963,77.72901,Weekday,4190,21,5,51,Medium,1,Weekend,Night,0
29635,Balaji Apartment HSR Layout,12.90497,77.64899,Weekday,4190,14,3,86,High,2,Weekday,Midday,0
38389,Balaji Badavane Sulikere,12.93564,77.44327,Weekday,4190,11,0,59,Medium,1,Weekday,Midday,0
38390,Balaji Badavane Sulikere,12.93568,77.44324,Weekday,4190,18,6,92,Very High,3,Weekend,Evening Rush,1
29636,Balaji Layout,12.96007,77.4893,Weekday,4190,16,4,41,Medium,1,Weekday,Midday,0
35626,Balaji Layout,12.96005,77.48925,Weekday,4190,8,4,78,High,2,Weekday,Morning Rush,1
35625,Balaji Layout 100ft Road,12.87772,77.53984,Weekday,4190,6,4,87,High,2,Weekday,Morning Rush,0
29638,Balaji Theatre Magadi,12.96057,77.23686,Weekday,4190,9,2,94,Very High,3,Weekday,Midday,1
35624,Balaji Theatre Magadi,12.96052,77.23689,Weekday,4190,17,1,84,High,2,Weekday,Evening Rush,1
23283,Balavikas International School,12.96696,77.51453,Weekday,4190,18,3,34,Medium,1,Weekday,Evening Rush,1
23284,Balavikas School Gidadakonenahalli,12.97008,77.4914,Weekday,4190,14,4,57,Medium,1,Weekday,Midday,0
29639,Balekatte,12.9279,77.21035,Weekday,4190,8,0,96,Very High,3,Weekday,Morning Rush,1
35623,Balekatte,12.92788,77.2103,Weekday,4190,17,4,57,Medium,1,Weekday,Evening Rush,1
23289,Balenahalli,12.89571,77.19355,Weekday,4190,14,5,39,Medium,1,Weekend,Midday,0
23290,Balenahalli,12.89568,77.19349,Weekday,4190,12,1,72,High,2,Weekday,Midday,0
29641,Balepura,13.1992,77.77895,Weekday,4190,17,6,29,Low,0,Weekend,Evening Rush,1
35621,Balepura,13.19918,77.77898,Weekday,4190,19,1,27,Low,0,Weekday,Evening Rush,1
21703,Balepura Gate,13.19791,77.77734,Weekday,4190,20,6,32,Medium,1,Weekend,Night,0
29643,Balepura Gate,13.19786,77.77725,Weekday,4190,21,6,42,Medium,1,Weekend,Night,0
31860,Balepura Gate,13.19764,77.77686,Weekday,4190,9,3,99,Very High,3,Weekday,Midday,1
29644,Baleveeranahalli,13.0186,77.39394,Weekday,4190,8,2,145,Very High,3,Weekday,Morning Rush,1
35620,Baleveeranahalli,13.01854,77.39391,Weekday,4190,15,6,25,Low,0,Weekend,Midday,0
35619,Balluru,12.75424,77.78728,Weekday,4190,20,6,31,Medium,1,Weekend,Night,0
29646,Balluru Cross,12.74978,77.77932,Weekday,4190,21,3,73,High,2,Weekday,Night,0
35618,Balluru Cross,12.74971,77.77934,Weekday,4190,10,4,27,Low,0,Weekday,Midday,0
29648,Baluvanahalli Cross,13.2624,77.8082,Weekday,4190,10,5,68,High,2,Weekend,Midday,0
39386,Baluvanahalli Cross,13.26239,77.80826,Weekday,4190,8,0,66,High,2,Weekday,Morning Rush,1
21704,Bamboo Bazaar,12.99191,77.60342,Weekday,4190,17,3,115,Very High,3,Weekday,Evening Rush,1
21706,Bamboo Bazaar,12.99204,77.60397,Weekday,4190,14,2,87,High,2,Weekday,Midday,0
29651,Banahalli,13.21376,77.91228,Weekday,4190,9,3,72,High,2,Weekday,Midday,1
29656,Banandur Circle,12.77536,77.39841,Weekday,4190,16,1,99,Very High,3,Weekday,Midday,0
31861,Banandur Circle,12.77538,77.39844,Weekday,4190,10,4,17,Low,0,Weekday,Midday,0
29654,Bananduru,12.77677,77.3979,Weekday,4190,9,4,145,Very High,3,Weekday,Midday,1
35609,Bananduru,12.77677,77.39795,Weekday,4190,10,6,62,High,2,Weekend,Midday,0
29657,Banarahalli,12.95716,77.86284,Weekday,4190,12,4,93,Very High,3,Weekday,Midday,0
22673,Banasawadi,13.01452,77.65234,Weekday,4190,21,4,24,Low,0,Weekday,Night,0
36255,Banasawadi,13.01441,77.65102,Weekday,4190,14,4,16,Low,0,Weekday,Midday,0
37807,Banasawadi 100 Feet Road,13.01513,77.64963,Weekday,4190,12,4,26,Low,0,Weekday,Midday,0
37808,Banasawadi 100 Feet Road,13.01508,77.64969,Weekday,4190,18,0,142,Very High,3,Weekday,Evening Rush,1
21711,Banashankari,12.91631,77.57373,Weekday,4190,10,2,95,Very High,3,Weekday,Midday,0
21709,Banashankari 1st Stage Muneshwara Block KEB,12.94211,77.55079,Weekday,4190,15,6,51,Medium,1,Weekend,Midday,0
21710,Banashankari 1st Stage Muneshwara Block KEB,12.94213,77.55061,Weekday,4190,15,4,21,Low,0,Weekday,Midday,0
31865,Banashankari 3rd Stage 3rd Phase,12.92763,77.5514,Weekday,4190,12,6,63,High,2,Weekend,Midday,0
31866,Banashankari 3rd Stage 3rd Phase,12.92761,77.55125,Weekday,4190,19,2,97,Very High,3,Weekday,Evening Rush,1
29670,Banashankari 5th Stage,12.9022,77.52809,Weekday,4190,20,5,38,Medium,1,Weekend,Night,0
20621,Banashankari Bus Station,12.91765,77.57403,Weekday,4190,15,4,56,Medium,1,Weekday,Midday,0
20623,Banashankari Bus Station,12.91779,77.57272,Weekday,4190,10,6,61,High,2,Weekend,Midday,0
20624,Banashankari Bus Station,12.91736,77.5727,Weekday,4190,8,3,37,Medium,1,Weekday,Morning Rush,1
21712,Banashankari Hunasemara,12.92097,77.57407,Weekday,4190,12,6,54,Medium,1,Weekend,Midday,0
21713,Banashankari Hunasemara,12.92084,77.57414,Weekday,4190,18,4,16,Low,0,Weekday,Evening Rush,1
22062,Banashankari Hunasemara,12.91966,77.57413,Weekday,4190,16,1,63,High,2,Weekday,Midday,0
29673,Banashankari Post Office,12.92629,77.56991,Weekday,4190,16,0,36,Medium,1,Weekday,Midday,0
31869,Banashankari Post Office,12.92623,77.56995,Weekday,4190,7,3,60,Medium,1,Weekday,Morning Rush,1
31862,Banaswadi Fire Station,13.01131,77.64604,Weekday,4190,20,3,50,Medium,1,Weekday,Night,0
29675,Banawadi,13.11759,77.25546,Weekday,4190,17,1,67,High,2,Weekday,Evening Rush,1
31870,Banawadi,13.11756,77.25544,Weekday,4190,14,4,56,Medium,1,Weekday,Midday,0
20625,Bandaiahanapalya,13.18654,77.44337,Weekday,4190,15,0,52,Medium,1,Weekday,Midday,0
29676,Bandaiahanapalya,13.18652,77.44332,Weekday,4190,15,3,74,High,2,Weekday,Midday,0
29678,Bandapura,12.76981,77.72655,Weekday,4190,17,0,88,High,2,Weekday,Evening Rush,1
31871,Bandapura,12.76982,77.72653,Weekday,4190,6,3,10,Low,0,Weekday,Morning Rush,0
21714,Bandapura Gate,13.04174,77.74453,Weekday,4190,18,4,121,Very High,3,Weekday,Evening Rush,1
21715,Bandapura Gate,13.04228,77.74459,Weekday,4190,11,5,46,Medium,1,Weekend,Midday,0
29680,Bande Bommasandra,13.07664,77.68072,Weekday,4190,12,3,25,Low,0,Weekday,Midday,0
31872,Bande Bommasandra,13.07672,77.6809,Weekday,4190,19,5,38,Medium,1,Weekend,Evening Rush,1
29682,Bande Bommasandra Cross,13.08119,77.6824,Weekday,4190,18,3,142,Very High,3,Weekday,Evening Rush,1
31873,Bande Bommasandra Cross,13.08123,77.68241,Weekday,4190,13,2,91,Very High,3,Weekday,Midday,0
29684,Bande Inorpalya,12.9366,77.36241,Weekday,4190,15,4,31,Medium,1,Weekday,Midday,0
31874,Bande Inorpalya,12.93666,77.36236,Weekday,4190,14,1,50,Medium,1,Weekday,Midday,0
29686,Bande Kodigehalli,13.17216,77.69082,Weekday,4190,7,5,89,High,2,Weekend,Morning Rush,1
38638,Bande Kodigehalli palya,13.1735,77.7063,Weekday,4190,16,1,28,Low,0,Weekday,Midday,0
38639,Bande Kodigehalli palya,13.17346,77.7061,Weekday,4190,15,4,98,Very High,3,Weekday,Midday,0
29690,Bande Kodigehallipalya Cross,13.17283,77.69107,Weekday,4190,7,6,61,High,2,Weekend,Morning Rush,1
31876,Bande Kodigehallipalya Cross,13.17275,77.691,Weekday,4190,10,1,68,High,2,Weekday,Midday,0
29691,Bande Maramma Bus Station,12.96697,77.51613,Weekday,4190,18,4,117,Very High,3,Weekday,Evening Rush,1
31877,Bande Mutt Badavane Radiant Enclave,12.91277,77.47358,Weekday,4190,10,1,43,Medium,1,Weekday,Midday,0
29696,Bande Mutt Gate Kengeri,12.91911,77.47745,Weekday,4190,11,5,33,Medium,1,Weekend,Midday,0
31878,Bande Mutt Gate Kengeri,12.91899,77.47749,Weekday,4190,8,2,124,Very High,3,Weekday,Morning Rush,1
37784,Bande Mutt Kunchugal,13.10656,77.25913,Weekday,4190,13,1,16,Low,0,Weekday,Midday,0
29685,Bande kodigehalli,13.17202,77.69075,Weekday,4190,21,5,42,Medium,1,Weekend,Night,0
29699,Bandi Reddy Circle,12.99141,77.56389,Weekday,4190,18,3,103,Very High,3,Weekday,Evening Rush,1
31879,Bandi Reddy Circle,12.99141,77.56384,Weekday,4190,6,4,61,High,2,Weekday,Morning Rush,0
29703,Bangarappa Nagara,12.92477,77.52634,Weekday,4190,11,0,88,High,2,Weekday,Midday,0
29705,Banglow Sulikere,12.93298,77.45186,Weekday,4190,9,6,34,Medium,1,Weekend,Midday,1
31881,Banglow Sulikere,12.93304,77.45183,Weekday,4190,6,0,35,Medium,1,Weekday,Morning Rush,0
29707,Banjara Layout,13.03837,77.66527,Weekday,4190,20,4,99,Very High,3,Weekday,Night,0
31882,Banjara Layout,13.03833,77.66531,Weekday,4190,12,2,99,Very High,3,Weekday,Midday,0
29709,Banjarapalya,12.8304,77.48572,Weekday,4190,14,1,19,Low,0,Weekday,Midday,0
31883,Banjarapalya,12.83036,77.48568,Weekday,4190,18,2,39,Medium,1,Weekday,Evening Rush,1
29711,Bank Amruthahalli,13.066,77.59824,Weekday,4190,9,0,130,Very High,3,Weekday,Midday,1
31884,Bank Amruthahalli,13.06604,77.59824,Weekday,4190,9,6,11,Low,0,Weekend,Midday,1
29713,Bank Circle Bashettyhalli,13.258,77.55271,Weekday,4190,11,5,60,Medium,1,Weekend,Midday,0
31885,Bank Circle Bashettyhalli,13.25811,77.55281,Weekday,4190,17,6,37,Medium,1,Weekend,Evening Rush,1
21716,Bank Colony,12.93864,77.55305,Weekday,4190,20,4,82,High,2,Weekday,Night,0
21717,Bank Colony,12.93861,77.55326,Weekday,4190,8,4,120,Very High,3,Weekday,Morning Rush,1
29716,Bannerughatta Circle,12.81382,77.58103,Weekday,4190,18,2,85,High,2,Weekday,Evening Rush,1
35140,Bannerughatta Circle,12.81386,77.58123,Weekday,4190,17,5,87,High,2,Weekend,Evening Rush,1
35145,Bannerughatta Circle,12.81341,77.58124,Weekday,4190,11,2,18,Low,0,Weekday,Midday,0
39211,Bannerughatta Circle,12.81365,77.58088,Weekday,4190,12,1,95,Very High,3,Weekday,Midday,0
22757,Bannerughatta National Park,12.80092,77.57748,Weekday,4190,16,3,32,Medium,1,Weekday,Midday,0
23785,Bannerughatta National Park,12.80079,77.57787,Weekday,4190,15,5,56,Medium,1,Weekend,Midday,0
29718,Bannigiri,12.75686,77.43642,Weekday,4190,15,3,82,High,2,Weekday,Midday,0
31887,Bannigiri,12.75687,77.43645,Weekday,4190,8,6,37,Medium,1,Weekend,Morning Rush,1
29720,Bannigiri Cross,12.74727,77.43325,Weekday,4190,12,1,97,Very High,3,Weekday,Midday,0
31888,Bannigiri Cross,12.74724,77.43327,Weekday,4190,19,3,135,Very High,3,Weekday,Evening Rush,1
29722,Bannikuppe,12.84702,77.38389,Weekday,4190,8,0,139,Very High,3,Weekday,Morning Rush,1
31889,Bannikuppe,12.847,77.38386,Weekday,4190,18,6,84,High,2,Weekend,Evening Rush,1
31890,Bannimangala,13.26019,77.58847,Weekday,4190,18,3,78,High,2,Weekday,Evening Rush,1
29726,Bapuji Layout Saraswathi Nagara,12.97203,77.52938,Weekday,4190,7,1,24,Low,0,Weekday,Morning Rush,1
20626,Bapujinagara,12.95321,77.54182,Weekday,4190,17,3,138,Very High,3,Weekday,Evening Rush,1
29728,Baradi,13.17629,77.36669,Weekday,4190,19,4,108,Very High,3,Weekday,Evening Rush,1
29730,Baraguru,12.95115,77.88386,Weekday,4190,15,2,93,Very High,3,Weekday,Midday,0
31893,Baraguru,12.95122,77.88394,Weekday,4190,9,0,79,High,2,Weekday,Midday,1
29733,Basammanahalli,12.87519,77.35305,Weekday,4190,17,4,72,High,2,Weekday,Evening Rush,1
29735,Basammanahalli Cross,12.87518,77.3544,Weekday,4190,13,4,49,Medium,1,Weekday,Midday,0
31895,Basammanahalli Cross,12.87516,77.35436,Weekday,4190,18,1,24,Low,0,Weekday,Evening Rush,1
21718,Basappa Circle,12.95624,77.57721,Weekday,4190,20,2,79,High,2,Weekday,Night,0
29736,Basappa Circle,12.95601,77.57728,Weekday,4190,14,2,34,Medium,1,Weekday,Midday,0
35139,Basappa Circle,12.95636,77.57717,Weekday,4190,12,5,47,Medium,1,Weekend,Midday,0
29738,Basappa Layout Mattahalli,13.10653,77.45371,Weekday,4190,6,6,15,Low,0,Weekend,Morning Rush,0
31896,Basappa Layout Mattahalli,13.10656,77.45369,Weekday,4190,8,0,142,Very High,3,Weekday,Morning Rush,1
29740,Basappanapalya,12.83133,77.50046,Weekday,4190,18,6,94,Very High,3,Weekend,Evening Rush,1
31897,Basappanapalya,12.83134,77.50052,Weekday,4190,17,1,142,Very High,3,Weekday,Evening Rush,1
29742,Basappanapalya Cross,12.84253,77.50237,Weekday,4190,19,0,106,Very High,3,Weekday,Evening Rush,1
31898,Basappanapalya Cross,12.84255,77.50238,Weekday,4190,14,5,11,Low,0,Weekend,Midday,0
29744,Basapura Electronic City,12.86416,77.65023,Weekday,4190,20,3,54,Medium,1,Weekday,Night,0
31899,Basapura Electronic City,12.86409,77.65033,Weekday,4190,17,4,40,Medium,1,Weekday,Evening Rush,1
29745,Basava Gangotri Samsthe,12.88359,77.45044,Weekday,4190,6,0,97,Very High,3,Weekday,Morning Rush,0
21719,Basavanagara,12.96664,77.68279,Weekday,4190,14,6,48,Medium,1,Weekend,Midday,0
21720,Basavanagara,12.96682,77.68276,Weekday,4190,13,4,69,High,2,Weekday,Midday,0
20627,Basavanagara Kengeri,12.90096,77.46736,Weekday,4190,6,1,11,Low,0,Weekday,Morning Rush,0
20628,Basavanagara Kengeri,12.90106,77.46733,Weekday,4190,11,6,52,Medium,1,Weekend,Midday,0
21721,Basavanagudi Police Station,12.94168,77.57396,Weekday,4190,10,3,23,Low,0,Weekday,Midday,0
21722,Basavanagudi Police Station,12.9416,77.57376,Weekday,4190,11,1,57,Medium,1,Weekday,Midday,0
29748,Basavanahalli,13.11036,77.38819,Weekday,4190,15,3,65,High,2,Weekday,Midday,0
31900,Basavanahalli,13.1104,77.38823,Weekday,4190,17,3,31,Medium,1,Weekday,Evening Rush,1
